606,ABSLBANETF,INF209KB17D5,46.35,20
607,NOCIL,INE163A01018,269.3,20
608,CGPOWER,INE067A01029,468.55,20
609,TARC,INE0EK901012,161.15,100
610,AUTOIETF,INF109KC1Y49,194.83,20
611,SELAN,INE818A01017,522.55,20
612,RUBYMILLS,INE301D01026,250.1,20
613,SPCENET,INE970N01027,34.15,22.72
614,ACLGATI,INE152B01027,125.7,20
615,DIAMONDYD,INE393P01035,1280.6,20
616,TCPLPACK,INE822C01015,2142.65,20
617,PRAKASH,INE603A01013,209.25,20
618,GTPL,INE869I01013,195.1,20
619,CHOLAFIN,INE121A01024,1184.15,20
620,MONARCH,INE903D01011,593.05,20.44
621,SHARDAMOTR,INE597I01028,1371.95,20
622,ABSLNN50ET,INF209KB16D7,56.94,6
623,SETFNN50,INF200KA1598,581,6
624,SEQUENT,INE807F01027,137.95,20.02
625,M&M,INE101A01026,1651.55,9.87
626,UNOMINDA,INE405E01023,690.1,20
627,UGARSUGAR,INE071E01023,80.35,20
628,NACLIND,INE295D01020,74.5,20
629,AVTNPL,INE488D01021,92.15,20
630,GLOBAL,INE291W01029,310.1,24.62
631,RGL,INE722H01024,114.15,20
632,AWL,INE699H01024,355.45,20
633,MMTC,INE123F01029,80.85,25.43
634,AUTOAXLES,INE449A01011,2055.6,20
635,ELGIEQUIP,INE285A01027,614.9,20
636,TOKYOPLAST,INE932C01012,113.85,20
637,MID150BEES,INF204KB1V68,183.04,6
638,RML,INE050H01012,752.85,20
639,FOODSIN,INE976E01023,152.45,20
640,SANDUMA,INE149K01016,3086.15,20
641,SDBL,INE480C01020,277,20
642,AMNPLST,INE275D01022,204.3,20
643,JCHAC,INE782A01015,1179.3,20
644,PGHH,INE179A01014,17245.15,20
645,SANSERA,INE953O01021,1018.5,20
646,RPGLIFE,INE105J01010,1617.15,20
647,HIL,INE557A01011,2979.2,20
648,ASTRON,INE646X01014,36.05,100
649,CANBK,INE476A01014,482,20
650,HBSL,INE550B01022,83.85,100
651,TVSMOTOR,INE494B01023,2001.35,20
652,PNCINFRA,INE195J01029,457.6,20
653,VISHAL,INE755Q01025,22.05,20
654,GAEL,INE036B01030,389.1,20
655,MUNJALAU,INE672B01032,104.85,20
656,UNICHEMLAB,INE351A01035,467.95,20
657,ESTER,INE778B01029,95.85,20
658,OMAXAUTO,INE090B01011,92.75,20
659,SRF,INE647A01010,2325.1,20
660,TIPSINDLTD,INE716B01029,427.2,20
661,DSPN50ETF,INF740KA1CL0,220.89,8.09
662,GEOJITFSL,INE007B01023,85.7,20
663,HEADSUP,INE759V01019,18.8,24.63
664,CHALET,INE427F01016,777.1,20
665,BANKINDIA,INE084A01016,138.95,20
666,ARIES,INE298I01015,290.15,20
667,ZYDUSLIFE,INE010B01027,760.8,20
668,GABRIEL,INE524A01029,383.7,20
669,DCMSRIND,INE843D01027,185.1,20
670,ATL,INE0NN701020,72.15,20
671,KARURVYSYA,INE036D01028,198.35,20
672,ADANIENT,INE423A01024,3142,24.37
673,GODFRYPHLP,INE260B01028,2459.95,20
674,EIFFL,INE546V01010,141.1,20
675,KOTHARIPRO,INE823A01017,158.9,20.6
676,SATINDLTD,INE065D01027,116.75,20
677,SBCL,INE386D01027,588.5,20
678,SOBHA,INE671H01015,1447.75,20.08
679,DATAMATICS,INE365B01017,696.65,21.97
680,PGHL,INE199A01012,5132.5,20
681,PAYTM,INE982J01020,761.2,20
682,CDSL,INE736A01011,1775.05,20
683,MUTHOOTFIN,INE414G01012,1394.95,20
684,GARFIBRES,INE276A01018,3466.8,20
685,HDFCVALUE,INF179KC1DK8,121.57,20
686,MAHLIFE,INE813A01018,561.25,20
687,JKTYRE,INE573A01042,526.85,20
688,NAHARSPING,INE290A01027,322.75,20
689,UBL,INE686F01025,1808.1,20
690,SGBFEB24,IN0020150101,6286.98,10
691,WESTLIFE,INE274F01020,831.5,20
692,BFINVEST,INE878K01010,530.45,20.37
693,COFORGE,INE591G01017,6250.1,20
694,IRISDOREME,INE01GN01025,85.15,20
695,HNGSNGBEES,INF204KB19I1,230.32,8.59
696,AAVAS,INE216P01012,1476.55,20
697,ENGINERSIN,INE510A01028,233.85,20
698,KELLTONTEC,INE164B01022,99.75,20
699,SANGHIIND,INE999B01013,127.25,20.56
700,RAJMET,INE00KV01022,15.9,100
701,AFFLE,INE00WC01027,1241,20
702,VAIBHAVGBL,INE884A01027,496.6,20
703,WSTCSTPAPR,INE976A01021,776,20
704,KPRMILL,INE930H01031,790.15,20
705,EMKAY,INE296H01011,153.7,100
706,VALIANTLAB,INE0JWS01017,202.25,20
707,CONSOFINVT,INE025A01027,282.35,20.85
708,TVSHLTD,INE105A01035,8001.85,20
709,CYIENTDLM,INE055S01018,683.25,20
710,TFCILTD,INE305A01015,182.9,23.32
711,MHRIL,INE998I01010,405.8,20
712,MARINE,INE01JE01028,106.5,20
713,BSHSL,INE032Z01020,251.6,20
714,EIHAHOTELS,INE276C01014,662.35,20
715,ONGC,INE213A01029,252.25,11.37
716,KOTAKNV20,INF174K01Z71,135.72,20
717,ASHAPURMIN,INE348A01023,419.3,100
718,GODREJCP,INE102D01028,1164.2,20
719,ZODIACLOTH,INE206B01013,142.55,20
720,LGBBROSLTD,INE337A01034,1283.1,20
721,ANGELONE,INE732I01013,3285.35,20
722,MOGSEC,INF247L01AK4,54.44,10
723,ZFCVINDIA,INE342J01019,16336.55,20
724,HITECHCORP,INE120D01012,246.5,20
725,HEROMOTOCO,INE158A01026,4621.55,9.85
726,IONEXCHANG,INE570A01022,510.2,20
727,DHARMAJ,INE00OQ01016,256.3,20
728,GODREJPROP,INE484J01027,2377.15,20
729,JPASSOCIAT,INE455F01025,22.25,29.63
730,SBIETFCON,INF200KA1X17,97.43,20
731,RBA,INE07T201019,118.45,20
732,EVEREADY,INE128A01029,358.85,20
733,IGL,INE203G01027,430.4,20
734,TREL,INE0O3901029,55.95,20
735,GICRE,INE481Y01014,376.75,20.58
736,KOTHARIPET,INE720A01015,148.2,22.56
737,DPWIRES,INE864X01013,520.65,20
738,APOLLOHOSP,INE437A01024,6352.95,9.93
739,IPL,INE0D6701023,395.65,20
740,NAHARPOLY,INE308A01027,236.6,20
741,KEC,INE389H01022,657.65,20
742,SAIL,INE114A01011,122.5,20
743,SPIC,INE147A01011,84.55,20
744,KSOLVES,INE0D6I01015,1236.15,20
745,MASFIN,INE348L01012,996.8,20
746,INDOSTAR,INE896L01010,198.8,100
747,LICHSGFIN,INE115A01026,625.6,20
748,INDIGO,INE646L01027,2961.35,20
749,TATASTEEL,INE081A01020,135.95,10.91
750,NSIL,INE023A01030,3353.05,20
751,SGBMAY29I,IN0020210053,6247.83,10
752,IDBI,INE008A01015,86.6,20
753,WORTH,INE196Y01018,120.5,20
754,REPL,INE364Z01019,202.65,20
755,MOHEALTH,INF247L01BB1,34.14,20
756,SGBJAN26,IN0020170166,6251,10
757,ZENSARTECH,INE520A01027,574.25,20
758,SUPERHOUSE,INE712B01010,249.1,20
759,AXISGOLD,INF846K01W80,53.47,20
760,SMSPHARMA,INE812G01025,123.15,20
761,FIEMIND,INE737H01014,2386.85,20
762,MEDPLUS,INE804L01022,716.6,20
763,CARYSIL,INE482D01024,862.4,20
764,YATHARTH,INE0JO301016,379.05,20
765,OSWALAGRO,INE142A01012,55.85,24.54
766,PIXTRANS,INE751B01018,1260.15,20
767,ANDHRSUGAR,INE715B01021,111,20
768,SHK,INE500L01026,167.65,20
769,NUVOCO,INE118D01016,361.4,20
770,CUB,INE491A01021,144.9,20
771,MEP,INE776I01010,16.5,20
772,AGSTRA,INE583L01014,115.9,100
773,MIDSELIETF,INF109KB1XT3,143.16,11.05
774,PEARLPOLY,INE844A01013,33.25,25.78
775,FIVESTAR,INE128S01021,761.8,20
776,SAGCEM,INE229C01021,267.75,20
777,UTKARSHBNK,INE735W01017,57.5,20
778,MENONBE,INE071D01033,143.85,20
779,JINDWORLD,INE247D01039,278.95,20
780,RVNL,INE415G01027,308.25,23.81
781,SATIN,INE836B01017,258.1,20
782,DHANBANK,INE680A01011,54.8,24.29
783,SHIVAMILLS,INE644Y01017,102.35,21.69
784,SUMMITSEC,INE519C01017,1388.05,20
785,BAJAJFINSV,INE918I01026,1627.3,9.92
786,AURUM,INE898S01029,156.6,100
787,NEULANDLAB,INE794A01010,6413.65,21.63
788,BEML,INE258A01016,3505.3,20
789,GPPL,INE517F01014,176.2,20
790,SUNDARMFIN,INE660A01013,3567.65,20
791,JINDALPOLY,INE197D01010,623,20
792,EBBETF0425,INF754K01LD3,1181.79,20
793,KUANTUM,INE529I01021,178.65,20
794,RBLBANK,INE976G01028,260.55,20
795,HEALTHY,INF209KB10C2,11.6,20
796,FINOPB,INE02NC01014,329.8,20
797,OLECTRA,INE260D01016,1742.05,20.86
798,JAYBARMARU,INE571B01036,135,20
799,HONASA,INE0J5401028,467.95,20
800,MINDACORP,INE842C01021,412.5,20
801,NARMADA,INE117Z01011,32.3,22.63
802,LUMAXIND,INE162B01018,2459.4,20
803,VINATIORGA,INE410B01037,1733.4,20
804,RELIANCE,INE002A01018,2853.25,9
805,IMAGICAA,INE172N01012,72.6,25.23
806,ANURAS,INE930P01018,949.3,20
807,THEJO,INE121N01019,1934.15,20
808,AHLUCONT,INE758C01029,859.6,20
809,TTL,INE592B01016,111.35,20
810,SIGNATURE,INE903U01023,1144.85,20
811,DEEPAKFERT,INE501A01019,618.15,20
812,MVGJL,INE0KNT01012,313.2,20
813,HAPPSTMNDS,INE419U01012,876.05,20
814,UNIPARTS,INE244O01017,577.85,20
815,SFL,INE916U01025,1174.05,20
816,WELSPUNLIV,INE192B01031,163.8,20
817,IWEL,INE0FLR01028,5654.45,100
818,OBCL,INE426Z01016,62.85,22.65
819,JOCIL,INE839G01010,247.8,20
820,SUVENPHAR,INE03QK01018,672.8,20
821,KOTAKBANK,INE237A01028,1825.25,9
822,MOLDTECH,INE835B01035,270.5,23.55
823,INFY,INE009A01021,1660.9,9.94
824,GNA,INE934S01014,488.1,20
825,LIQUID,INF769K01KS1,999.99,10
826,MOQUALITY,INF247L01BH8,168.6,20
827,RAMCOIND,INE614A01028,245.6,20
828,MAGADSUGAR,INE347W01011,635.8,21.17
829,RATNAVEER,INE05CZ01011,125.15,20
830,IFBIND,INE559A01017,1362.55,20
831,MANAKALUCO,INE859Q01017,38.35,100
832,SHAREINDIA,INE932X01018,1932.15,20
833,DHANUKA,INE435G01025,1199.55,20
834,SHANKARA,INE274V01019,767.7,20
835,LATENTVIEW,INE0I7C01011,470.55,20
836,VARROC,INE665L01035,555.45,20
837,KANSAINER,INE531A01024,341.75,20
838,SBIN,INE062A01020,640.5,9.18
839,DELTACORP,INE124G01033,140.5,20
840,LINDEINDIA,INE473A01011,5592.3,20
841,INDIANCARD,INE061A01014,317.95,20
842,AXISBNKETF,INF846K01X63,466.25,20
843,CAMLINFINE,INE052I01032,129.45,20
844,PRESTIGE,INE811K01011,1265.4,20
845,DICIND,INE303A01010,494.35,20
846,GRASIM,INE047A01021,2175,9
847,NHPC,INE848E01016,90.95,20
848,SHILPAMED,INE790G01031,368.15,20
849,ARIHANTCAP,INE420B01036,75.35,20.32
850,INTLCONV,INE575C01027,96.35,20
851,DYNPRO,INE256H01015,281.45,20
852,NGLFINE,INE887E01022,1898.9,20
853,TECHM,INE669C01036,1333.65,10.61
854,SGBDEC2513,IN0020170158,6369.99,10
855,REDINGTON,INE891D01026,179.85,20
856,TAINWALCHM,INE123C01018,156.35,20.97
857,ALKEM,INE540L01014,4996.05,20
858,TNPL,INE107A01015,320.85,20
859,NTPC,INE733E01010,317.5,9.65
860,JIOFIN,INE758E01017,248.25,20
861,PIDILITIND,INE318A01026,2533.05,20
862,HERITGFOOD,INE978A01027,322.6,20
863,RENUKA,INE087H01022,48,20
864,GANECOS,INE845D01014,1130.5,20
865,NEXT50,INF769K01FN2,560.67,6
866,JINDALSAW,INE324A01024,521.8,21.09
867,NECLIFE,INE023H01027,36.5,20
868,LICI,INE0J1Y01017,949.75,20
869,IBULHSGFIN,INE148I01020,222.5,21.46
870,UNIENTER,INE037A01022,155.8,20
871,PPLPHARMA,INE0DK501011,144.25,20
872,BLAL,INE0N7W01012,227.95,20
873,CENTUM,INE320B01020,1609.85,20.71
874,JBCHEPHARM,INE572A01036,1683.95,20
875,PAKKA,INE551D01018,357.35,22.61
876,ASTEC,INE563J01010,967.45,20
877,SUNFLAG,INE947A01014,236.7,21.49
878,MITCON,INE828O01033,153.5,100
879,SAKHTISUG,INE623A01011,29.95,21.47
880,LINCOLN,INE405C01035,654.9,20
881,SGBNOV26,IN0020180314,6240,10
882,SGBSEP28VI,IN0020200195,6270.97,10
883,RELAXO,INE131B01039,860.1,20
884,SGBDEC25,IN0020170125,6867.99,10
885,JAMNAAUTO,INE039C01032,118.5,20
886,HINDWAREAP,INE05AN01011,483.1,20
887,RAMRAT,INE207E01023,301.25,20
888,KABRAEXTRU,INE900B01029,412.45,20
889,MANGLMCEM,INE347A01017,665.25,20
890,CMSINFO,INE925R01014,385,20
891,SASTASUNDR,INE019J01013,407.55,20.69
892,INFRABEES,INF732E01268,815.04,20
893,MUTHOOTMF,INE046W01019,253.75,20
894,ARVINDFASN,INE955V01021,521.9,20
895,JAICORPLTD,INE070D01027,375,23.75
896,SBICARD,INE018E01016,715.35,20
897,JINDRILL,INE742C01031,752.1,20.63
898,TEGA,INE011K01018,1155.8,20
899,PHOENIXLTD,INE211B01039,2423.8,20
900,VLSFINANCE,INE709A01018,281.95,20
901,AUROPHARMA,INE406A01037,1150.4,20
902,HINDMOTORS,INE253A01025,18.9,20
903,CERA,INE739E01017,8253.7,20
904,KOTAKMID50,INF174KA1IB3,137.53,6.82
905,BBETF0432,INF754K01OB1,1110.3,20
906,VPRPL,INE0AE001013,213.75,20
907,BFSI,INF769K01HI8,20.83,20
908,GATEWAY,INE079J01017,112.25,20
909,CELEBRITY,INE185H01016,20.7,100
910,SUPRAJIT,INE399C01030,392.45,20
911,INDNIPPON,INE092B01025,695.95,20
912,ORIENTPPR,INE592A01026,57.4,20
913,HINDUNILVR,INE030A01027,2481.55,9
914,LUPIN,INE326A01037,1505.35,20
915,TIRUMALCHM,INE338A01024,242.7,20
916,MIDCAPIETF,INF109KC1G82,182.49,6.06
917,HERCULES,INE688E01024,436.65,20
918,ITBEES,INF204KB15V2,38.78,20
919,MUFTI,INE220Q01020,265.15,20
920,VRLLOG,INE366I01010,744.6,20
921,SETFGOLD,INF200KA16D8,54.87,20
922,AURIONPRO,INE132H01018,2244.8,100
923,MIDCAPETF,INF769K01IC9,18.05,6
924,AHLADA,INE00PV01013,124.2,20.71
925,SUDARSCHEM,INE659A01023,525.4,20
926,NUCLEUS,INE096B01018,1597.95,100
927,BSLSENETFG,INF209KB10E8,70.44,6
928,FOCUS,INE593W01028,194.65,20
929,LAURUSLABS,INE947Q01028,381.35,20
930,SUPREMEIND,INE195A01028,4129.95,20
931,TEMBO,INE869Y01010,288.25,20
932,LTIM,INE214T01019,5448.55,12.15
933,IBREALEST,INE069I01010,98,22.68
934,KAMDHENU,INE390H01012,569.85,21.33
935,KSB,INE999A01015,3648.25,20
936,SYMPHONY,INE225D01027,940.7,20
937,ATFL,INE209A01019,842.05,20
938,ARTEMISMED,INE025R01021,185.1,20
939,SGBOCT26,IN0020180249,6230.1,10
940,HINDOILEXP,INE345A01011,187.2,20
941,MON100,INF247L01AP3,140.47,6.71
942,VIPIND,INE054A01027,538.65,20
943,SUPRIYA,INE07RO01027,304.55,20
944,PTC,INE877F01012,239.55,20
945,KHADIM,INE834I01025,376.25,20
946,HDFCAMC,INE127D01025,3581.5,20
947,JUSTDIAL,INE599M01018,828.1,20
948,SURYALAXMI,INE713B01026,82.45,20
949,TATAMTRDVR,IN9155A01020,584,20
950,LICMFGOLD,INF397L01554,5731.6,20
951,ACE,INE731H01025,977,20
952,PTCIL,INE596F01018,7966.65,20
953,THOMASCOOK,INE332A01027,172.85,20
954,SGBJ28VIII,IN0020190537,6230.42,10
955,LIQUIDETF,INF740KA1EU7,1000,10
956,UJJIVANSFB,INE551W01018,55.35,20
957,BALKRISHNA,INE875R01011,47.35,100
958,GOLDIAM,INE025B01025,175.15,20
959,EMAMIPAP,INE830C01026,130.6,20
960,KALYANKJIL,INE303R01014,350.2,20
961,LIBAS,INE908V01012,21.5,22.31
962,SYRMA,INE0DYJ01015,598.7,20
963,SPANDANA,INE572J01011,1046.1,20
964,BSE500IETF,INF109KC1V59,33.14,6
965,LICNFNHGP,INF767K01PC8,235.02,6.88
966,BALRAMCHIN,INE119A01028,395.45,20
967,PATELENG,INE244B01030,69.05,23.24
968,SHIVATEX,INE705C01020,168.25,22.31
969,TATAELXSI,INE670A01012,7605.15,20
970,SGBMAR31IV,IN0020220169,6298.25,10
971,DBL,INE917M01012,400.45,20
972,URJA,INE550C01020,34.45,28.42
973,SGBJAN30IX,IN0020210236,6225,10
974,AARTISURF,INE09EO01013,721.4,20
975,XPROINDIA,INE445C01015,1221.85,20.27
976,SIS,INE285J01028,487.4,20
977,EXCELINDUS,INE369A01029,902.85,20
978,PNBHOUSING,INE572E01012,784.6,20
979,AMJLAND,INE606A01024,42.75,20.66
980,NDTV,INE155G01029,270.7,22.39
981,LIKHITHA,INE060901027,258.9,20
982,PSUBNKBEES,INF204KB16I7,69.6,20
983,ADANIPORTS,INE742F01042,1207.65,16.64
984,NIF100BEES,INF204K014N5,229.89,6
985,IRMENERGY,INE07U701015,539.15,20
986,HINDZINC,INE267A01025,317.25,20
987,ORCHPHARMA,INE191A01027,844.9,20
988,NYKAA,INE388Y01029,163.25,20
989,JISLJALEQS,INE175A01038,67.55,20.38
990,J&KBANK,INE168A01041,134.45,20
991,PENIND,INE932A01024,153.3,22.2
992,KOTAKNIFTY,INF174K014P6,233.66,6
993,SGBSEP29VI,IN0020210145,6259.96,10
994,PSB,INE608A01012,50.85,20
995,VIJAYA,INE043W01024,660.4,20
996,BANCOINDIA,INE213C01025,714.85,20
997,BANARBEADS,INE655B01011,104.5,20
998,METROPOLIS,INE112L01020,1632.4,20
999,AKZOINDIA,INE133A01011,2612.2,20
1000,BALAJITELE,INE794B01026,88.45,20
1001,OMAXE,INE800H01010,100.6,21.39
1002,BSLNIFTY,INF209KB19D1,24.69,6
1003,TTKPRESTIG,INE690A01028,787.05,20
1004,HGINFRA,INE926X01010,932.3,20
1005,PCBL,INE602A01031,318.65,20
1006,INDBANK,INE841B01017,49.45,23.58
1007,TATACOMM,INE151A01013,1737.05,20
1008,PITTIENG,INE450D01021,655.85,20
1009,SMCGLOBAL,INE103C01036,109.7,20
1010,ATGL,INE399L01023,1012.35,26.15
1011,DATAPATTNS,INE0IX101010,1905.5,20
1012,MMFL,INE227C01017,919.7,20
1013,ORIENTHOT,INE750A01020,123.65,20
1014,KIMS,INE967H01017,2136.1,20
1015,SUVEN,INE495B01038,108.3,100
1016,NRAIL,INE740D01017,509.05,20
1017,SILVERETF,INF789F1AYK6,71.59,20
1018,RAINBOW,INE961O01016,1217.6,20
1019,AXISBPSETF,INF846K01Z04,11.47,20
1020,TEXRAIL,INE621L01012,219.6,22.57
1021,SUNDRMFAST,INE387A01021,1219.15,20
1022,ASHOKLEY,INE208A01029,175.9,20
1023,HDFCNIFTY,INF179KC1965,237.61,6
1024,AKSHARCHEM,INE542B01011,280.85,20
1025,KOTAKBKETF,INF174K01F59,469.51,20
1026,AMBER,INE371P01015,4437.05,20
1027,VESUVIUS,INE386A01015,3549.8,20
1028,NIF100IETF,INF109KA1962,242.34,6
1029,GSPL,INE246F01010,367.85,20
1030,SAKAR,INE732S01012,426.8,20.99
1031,KOTAKIT,INF174KA1GC5,38.64,20
1032,LOVABLE,INE597L01014,156.85,20
1033,SALSTEEL,INE658G01014,25.1,100
1034,SGBDC27VII,IN0020190461,6234.5,10
1035,CHEVIOT,INE974B01016,1471.7,20
1036,TATAMOTORS,INE155A01022,884.2,11.38
1037,HLEGLAS,INE461D01028,539.3,20
1038,THYROCARE,INE594H01019,610.15,20
1039,SGBNOV25IX,IN0020170117,6269.99,10
1040,RADHIKAJWE,INE583V01021,62.8,23.58
1041,ASKAUTOLTD,INE491J01022,301.05,20
1042,HDFCPVTBAN,INF179KC1DW3,238,20
1043,NIFTYQLITY,INF209KB15K4,18.8,20
1044,HESTERBIO,INE782E01017,1525.6,20
1045,WINDLAS,INE0H5O01029,489.85,20
1046,BATAINDIA,INE176A01028,1488.45,20
1047,BDL,INE171Z01018,1707.05,20
1048,INFIBEAM,INE483S01020,35.1,22.41
1049,ORIENTELEC,INE142Z01019,209.05,20
1050,TNPETRO,INE148A01019,102,20
1051,SPENCERS,INE020801028,130.15,20.88
1052,DCM,INE498A01018,87.85,21.02
1053,CSBBANK,INE679A01013,382.25,20
1054,HILTON,INE788H01017,130.75,20.38
1055,MOLDTKPAC,INE893J01029,846.6,20
1056,JKCEMENT,INE823G01014,4363.4,20
1057,UTISXN50,INF789F1AUU3,70.5,9.71
1058,PILANIINVS,INE417C01014,3236.55,20
1059,WABAG,INE956G01038,674.45,20
1060,AVANTIFEED,INE871C01038,521.5,20
1061,COSMOFIRST,INE757A01017,620.2,20
1062,AKSHOPTFBR,INE523B01011,12.25,100
1063,UTISENSETF,INF789FB1X58,772.82,6.17
1064,ASHOKA,INE442H01029,182.15,20
1065,RATNAMANI,INE703B01027,3574.45,20
1066,POLYMED,INE205C01021,1456.65,20
1067,COROMANDEL,INE169A01031,1049.9,20
1068,CIEINDIA,INE536H01010,485.45,20
1069,SGBDEC26,IN0020180389,6250,10
1070,GLENMARK,INE935A01035,910.2,20
1071,SAMHI,INE08U801020,194.65,20
1072,LT,INE018A01030,3479.75,9
1073,STARHEALTH,INE575P01011,578.85,20
1074,UTINEXT50,INF789F1AUW9,58.31,8.13
1075,TVSSRICHAK,INE421C01016,4431.35,20
1076,AXISBANK,INE238A01034,1067.75,9.17
1077,BGRENERGY,INE661I01014,94.15,21.59
1078,MAHASTEEL,INE451L01014,137.5,22.57
1079,TRACXN,INE0HMF01019,115.1,20
1080,RAILTEL,INE0DD101019,437.45,22.39
1081,ACCELYA,INE793A01012,1824.4,20
1082,BSLGOLDETF,INF209KB18D3,56.16,20
1083,COASTCORP,INE377E01016,303.05,20
1084,DYCL,INE600Y01019,458.9,20.12
1085,ADSL,INE102I01027,182.15,22.91
1086,JSWENERGY,INE121E01018,504.75,20
1087,MONIFTY500,INF247L01BU1,19.75,6
1088,BARBEQUE,INE382M01027,633.85,20
1089,VISAKAIND,INE392A01021,137.05,20
1090,TNIDETF,INF277KA1364,78.31,20
1091,KRISHANA,INE506W01012,232.3,20
1092,ELECTCAST,INE086A01029,175.1,20
1093,SUNDARMHLD,INE202Z01029,191.6,20
1094,VETO,INE918N01018,126.6,20
1095,SMLISUZU,INE294B01019,1380.85,20
1096,CAPACITE,INE264T01014,263.2,20
1097,BSE,INE118H01025,2323.6,20
1098,AJMERA,INE298G01027,578.65,20
1099,IPCALAB,INE571A01038,1120.25,20
1100,FDC,INE258B01022,417.45,20
1101,INSECTICID,INE070I01018,631.35,20
1102,TASTYBITE,INE488B01017,14018.8,20
1103,GREENLAM,INE544R01021,538.15,20
1104,AEGISCHEM,INE208C01025,377.65,20
1105,VARDHACRLC,INE116G01013,64.4,20
1106,CENTRALBK,INE483A01010,57.5,20
1107,KIOCL,INE880L01014,393.7,24.84
1108,DBREALTY,INE879I01012,252.55,26.3
1109,HINDPETRO,INE094A01015,463.25,20
1110,NDL,INE875G01030,30.25,20
1111,AVG,INE680Z01018,412.8,20
1112,BAJFINANCE,INE296A01024,6862.9,10.58
1113,NLCINDIA,INE589A01014,259.3,20
1114,SURYAROSNI,INE335A01020,784.1,20.14
1115,NV20BEES,INF204KB18I3,135.5,20
1116,LTGILTBEES,INF204KB1882,25.05,10
1117,KESORAMIND,INE087A01019,170.75,20
1118,INGERRAND,INE177A01018,3265.65,20
1119,ABBOTINDIA,INE358A01014,25906.95,20
1120,PARADEEP,INE088F01024,79.75,20
1121,ONMOBILE,INE809I01019,112.5,20.54
1122,NIITMTS,INE342G01023,471.3,20
1123,BRNL,INE727S01012,93.6,26.57
1124,POCL,INE063E01046,756,22.16
1125,UNIVCABLES,INE279A01012,509.65,20
1126,HEUBACHIND,INE492A01029,539.15,20
1127,MANAKSTEEL,INE824Q01011,93.5,100
1128,DEN,INE947J01015,61,20
1129,SCI,INE109A01011,211.7,20
1130,AVALON,INE0LCL01028,545.95,20
1131,ENIL,INE265F01028,243.1,20
1132,RUPA,INE895B01021,276.85,20
1133,IOC,INE242A01010,146.95,20
1134,KANPRPLA,INE694E01014,123.2,20
1135,OBEROIRLTY,INE093I01010,1323.7,20
1136,ADFFOODS,INE982B01027,214.1,20
1137,STEL,INE577L01016,318.1,20
1138,BALKRISIND,INE787D01026,2454.25,20
1139,AHLEAST,INE926K01017,163.05,20
1140,IEX,INE022Q01020,147.6,20
1141,SPORTKING,INE885H01011,799.2,20
1142,UNIDT,INE961D01019,290.1,20.09
1143,DSPGOLDETF,INF740KA1SW3,62.4,20
1144,ENDURANCE,INE913H01037,2105.25,20
1145,JAIPURKURT,INE696V01013,69.55,20
1146,MIDHANI,INE099Z01011,516.5,20
1147,PAR,INE04LG01015,203.85,20
1148,DREAMFOLKS,INE0JS101016,557.2,20
1149,BLBLIMITED,INE791A01024,33.8,25.57
1150,ZOTA,INE358U01012,507.15,20
1151,ANUP,INE294Z01018,2942.7,20
1152,PTL,INE034D01049,49.7,20
1153,ELIN,INE050401020,160.7,20
1154,KOTAKALPHA,INF174KA1IA5,45.3,20
1155,INDHOTEL,INE053A01029,492.65,20
1156,GANDHITUBE,INE524B01027,793.35,20
1157,PDMJEPAPER,INE865T01018,80.05,20
1158,HIMATSEIDE,INE049A01027,167.2,20
1159,AUTOBEES,INF204KC1337,194.76,20
1160,GENESYS,INE727B01026,515.8,21.72
1161,PNB,INE160A01022,114.4,20
1162,ISGEC,INE858B01029,1031.65,20
1163,BIOFILCHEM,INE829A01014,67.25,20.92
1164,SEAMECLTD,INE497B01018,1143.8,100
1165,FSL,INE684F01012,204.6,20
1166,HARIOMPIPE,INE00EV01017,610.1,20
1167,ULTRACEMCO,INE481G01011,10167.35,9
1168,ASTRAZEN,INE203A01020,6616.6,20
1169,TECH,INF209KB11D8,37.99,20
1170,PRINCEPIPE,INE689W01016,710.6,20
1171,BANKBARODA,INE028A01039,247.6,20
1172,PDSL,INE111Q01021,606.3,20
1173,CENTENKA,INE485A01015,446.35,20
1174,DSPQ50ETF,INF740KA1QL0,211.81,20
1175,ICICIGI,INE765G01017,1497.1,20
1176,GHCL,INE539A01019,584.55,20
1177,QNIFTY,INF082J01028,2321.05,6
1178,SUNPHARMA,INE044A01036,1418.45,9
1179,GUJAPOLLO,INE826C01016,300.85,100
1180,APOLLO,INE713T01028,124.15,100
1181,QGOLDHALF,INF082J01408,53.04,20
1182,RAMCOCEM,INE331A01037,1018.2,20
1183,TIIL,INE545H01011,2391.9,22.66
1184,PPL,INE050001010,443.25,21.48
1185,GLAND,INE068V01023,1956.55,20
1186,BEL,INE263A01024,185.9,20
1187,SAKSOFT,INE667G01023,310.65,100
1188,HONDAPOWER,INE634A01018,2449.9,20
1189,BLKASHYAP,INE350H01032,67.05,20
1190,SKIPPER,INE439E01022,271.4,24.14
1191,FUSION,INE139R01012,648.95,20
1192,BCLIND,INE412G01024,73.15,20
1193,MAHESHWARI,INE263W01010,77.55,20
1194,RKEC,INE786W01010,86.1,25.16
1195,CONCOR,INE111A01025,887.5,20
1196,SWARAJENG,INE277A01016,2220.4,20
1197,SGBDEC25XI,IN0020170133,6433.95,10
1198,UGROCAP,INE583D01011,282.4,20
1199,SCPL,INE501Y01019,339.85,20
