Index,symbol,company_Name,macro,sector,industry,basic_Industry, last_Price , total_Market_Cap , free_float
677,HEIDELBERG,HeidelbergCement India Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products, 226.50 ," 513,278.71 "," 159,116.40 "
146,ASHOKA,Ashoka Buildcon Limited,Industrials,Construction,Construction,Civil Construction, 162.00 ," 454,771.61 "," 209,194.94 "
734,ICIL,Indo Count Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 275.60 ," 545,837.76 "," 218,335.10 "
911,KESORAMIND,Kesoram Industries Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products, 168.50 ," 523,428.61 "," 293,120.02 "
335,CHOICEIN,Choice International Limited,Financial Services,Financial Services,Finance,Holding Company, 540.00 ," 537,364.80 "," 225,693.22 "
54,AGI,AGI Greenpac Limited,Industrials,Capital Goods,Industrial Products,Packaging, 782.00 ," 505,933.52 "," 197,314.07 "
1053,MASFIN,MAS Financial Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC), 986.50 ," 539,241.05 "," 140,202.67 "
610,GOKEX,Gokaldas Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels, 909.80 ," 551,807.29 "," 474,554.27 "
392,DBCORP,D.B.Corp Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Print Media, 345.00 ," 614,391.97 "," 172,029.75 "
547,GABRIEL,Gabriel India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 377.00 ," 541,537.65 "," 238,276.57 "
1382,RBA,Restaurant Brands Asia Limited,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants, 117.20 ," 581,733.49 "," 413,030.78 "
836,JAYNECOIND,Jayaswal Neco Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products, 47.70 ," 463,166.16 "," 97,264.89 "
820,ITDCEM,ITD Cementation India Limited,Industrials,Construction,Construction,Civil Construction, 312.30 ," 536,492.62 "," 284,341.09 "
393,DBL,Dilip Buildcon Limited,Industrials,Construction,Construction,Civil Construction, 376.95 ," 551,157.33 "," 165,347.20 "
171,AURIONPRO,Aurionpro Solutions Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting," 2,240.00 "," 555,859.70 "," 272,371.25 "
546,FUSION,Fusion Micro Finance Limited,Financial Services,Financial Services,Finance,Microfinance Institutions, 625.00 ," 631,399.28 "," 202,047.77 "
346,CMSINFO,CMS Info Systems Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services, 389.55 ," 610,384.43 "," 433,372.95 "
556,GANESHHOUC,Ganesh Housing Corporation Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 741.00 ," 617,898.34 "," 166,832.55 "
61,AHLUCONT,Ahluwalia Contracts (India) Limited,Industrials,Construction,Construction,Civil Construction, 814.00 ," 545,278.74 "," 245,375.43 "
446,DODLA,Dodla Dairy Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products, 875.05 ," 520,591.18 "," 192,618.74 "
645,GUJALKALI,Gujarat Alkalies and Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals, 768.30 ," 564,279.79 "," 135,427.15 "
687,HGINFRA,H.G. Infra Engineering Limited,Industrials,Construction,Construction,Civil Construction, 920.05 ," 599,606.81 "," 149,901.70 "
712,HNDFDS,Hindustan Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG, 541.10 ," 610,050.70 "," 152,512.67 "
383,CYIENTDLM,Cyient DLM Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products, 679.00 ," 538,488.58 "," 118,467.49 "
270,BLUEJET,Blue Jet Healthcare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 360.00 ," 624,475.53 "," 62,447.55 "
623,GRAVITA,Gravita India Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals, 939.70 ," 648,749.28 "," 207,599.77 "
603,GOCOLORS,Go Fashion (India) Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail," 1,124.00 "," 607,060.98 "," 285,318.66 "
498,EPL,EPL Limited,Industrials,Capital Goods,Industrial Products,Packaging, 198.70 ," 632,713.65 "," 259,412.60 "
153,ASKAUTOLTD,ASK Automotive Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 289.50 ," 570,727.83 "," 62,780.06 "
159,ASTRAMICRO,Astra Microwave Products Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense, 563.55 ," 535,062.59 "," 476,205.71 "
509,ETHOSLTD,Ethos Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches," 2,455.00 "," 600,994.88 "," 216,358.16 "
667,HCC,Hindustan Construction Company Limited,Industrials,Construction,Construction,Civil Construction, 36.45 ," 551,498.79 "," 446,714.02 "
848,JINDWORLD,Jindal Worldwide Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 288.50 ," 578,501.35 "," 75,205.18 "
596,GMMPFAUDLR,GMM Pfaudler Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products," 1,530.00 "," 687,845.53 "," 509,005.69 "
867,JSWHL,JSW Holdings Limited,Financial Services,Financial Services,Finance,Investment Company," 5,569.00 "," 618,138.12 "," 210,166.96 "
373,CSBBANK,CSB Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank, 374.00 ," 648,836.99 "," 304,953.39 "
470,EDELWEISS,Edelweiss Financial Services Limited,Financial Services,Financial Services,Finance,Holding Company, 72.25 ," 681,869.87 "," 402,303.22 "
819,ITDC,India Tourism Development Corporation Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts, 638.50 ," 547,637.62 "," 27,381.88 "
769,INDIGOPNTS,Indigo Paints Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints," 1,458.00 "," 694,313.99 "," 145,805.94 "
1805,UTKARSHBNK,Utkarsh Small Finance Bank Limited,Financial Services,Financial Services,Banks,Other Bank, 58.10 ," 638,120.43 "," 95,718.06 "
1050,MARKSANS,Marksans Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 145.95 ," 661,392.49 "," 297,626.62 "
137,ARVINDFASN,Arvind Fashions Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail, 474.80 ," 631,176.15 "," 340,835.12 "
559,GARFIBRES,Garware Technical Fibres Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products," 3,679.00 "," 749,712.84 "," 337,370.78 "
874,JUBLINGREA,Jubilant Ingrevia Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals, 466.15 ," 742,489.03 "," 341,544.95 "
234,BECTORFOOD,Mrs. Bectors Food Specialities Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods," 1,176.05 "," 691,722.90 "," 338,944.22 "
1151,NAVA,NAVA LIMITED,Utilities,Power,Power,Power Generation, 455.00 ," 660,230.70 "," 336,717.66 "
276,BORORENEW,BOROSIL RENEWABLES LIMITED,Industrials,Capital Goods,Industrial Products,Glass - Industrial, 621.20 ," 810,869.72 "," 291,913.10 "
179,AVANTIFEED,Avanti Feeds Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed, 506.60 ," 690,220.36 "," 200,163.90 "
524,FDC,FDC Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 418.50 ," 681,360.20 "," 204,408.06 "
761,INDIACEM,The India Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products, 253.50 ," 785,589.40 "," 314,235.76 "
858,JLHL,Jupiter Life Line Hospitals Limited,Healthcare,Healthcare,Healthcare Services,Hospital," 1,052.05 "," 689,787.33 "," 89,672.35 "
676,HEG,HEG Limited,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories," 1,731.55 "," 668,300.48 "," 294,052.21 "
803,IONEXCHANG,ION Exchange (India) Limited,Industrials,Construction,Construction,Civil Construction, 547.05 ," 802,339.58 "," 449,310.17 "
34,ACI,Archean Chemical Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals, 622.20 ," 766,247.20 "," 314,161.35 "
82,ALLCARGO,Allcargo Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider, 79.95 ," 785,734.29 "," 235,720.29 "
1121,MSTCLTD,Mstc Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors, 915.00 ," 644,160.00 "," 225,456.00 "
924,KIRLOSBROS,Kirloskar Brothers Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines, 895.30 ," 710,948.11 "," 227,503.40 "
1172,NETWEB,Netweb Technologies India Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments," 1,500.30 "," 841,142.89 "," 159,817.15 "
210,BALRAMCHIN,Balrampur Chini Mills Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar, 387.85 ," 782,484.45 "," 446,016.13 "
295,CAMPUS,Campus Activewear Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear, 269.00 ," 821,138.02 "," 213,495.89 "
931,KNRCON,KNR Constructions Limited,Industrials,Construction,Construction,Civil Construction, 265.00 ," 745,271.69 "," 365,183.13 "
136,ARVIND,Arvind Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels, 315.00 ," 824,057.24 "," 477,953.20 "
816,ISGEC,Isgec Heavy Engineering Limited,Industrials,Construction,Construction,Civil Construction," 1,030.00 "," 757,353.95 "," 280,220.96 "
1086,MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts, 395.90 ," 799,470.56 "," 263,825.28 "
365,CRAFTSMAN,Craftsman Automation Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments," 4,757.00 "," 1,005,073.75 "," 452,283.19 "
618,GPPL,Gujarat Pipavav Port Limited,Services,Services,Transport Infrastructure,Port & Port services, 163.25 ," 789,215.65 "," 441,960.77 "
310,CCL,CCL Products (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee, 642.00 ," 854,039.25 "," 452,640.80 "
713,HOMEFIRST,Home First Finance Company India Limited,Financial Services,Financial Services,Finance,Housing Finance Company, 964.00 ," 853,018.37 "," 358,267.72 "
503,ESABINDIA,Esab India Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products," 5,482.10 "," 843,860.75 "," 219,403.79 "
488,EMIL,Electronics Mart India Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail, 219.40 ," 844,138.78 "," 227,917.47 "
450,DOMS,DOMS Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary," 1,456.00 "," 883,606.16 "," 123,704.86 "
1021,MAHLIFE,Mahindra Lifespace Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 556.90 ," 863,012.59 "," 414,246.04 "
728,IBULHSGFIN,Indiabulls Housing Finance Limited,Financial Services,Financial Services,Finance,Housing Finance Company, 198.00 ," 975,057.00 "," 867,800.73 "
376,CUB,City Union Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank, 141.20 ," 1,045,783.09 "," 1,014,409.59 "
108,ANURAS,Anupam Rasayan India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals, 966.80 ," 1,060,802.10 "," 222,768.44 "
785,INFIBEAM,Infibeam Avenues Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech), 29.15 ," 809,896.28 "," 421,146.07 "
1045,MAPMYINDIA,C.E. Info Systems Limited,Information Technology,Information Technology,IT - Software,Software Products," 2,023.00 "," 1,093,876.28 "," 262,530.31 "
600,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals, 735.25 ," 1,080,381.37 "," 615,817.38 "
1360,RAJESHEXPO,Rajesh Exports Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches, 351.50 ," 1,037,838.76 "," 467,027.44 "
606,GODREJAGRO,Godrej Agrovet Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed, 533.90 ," 1,026,213.79 "," 174,456.34 "
620,GRANULES,Granules India Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 413.00 ," 1,000,982.80 "," 560,550.37 "
472,EIDPARRY,EID Parry India Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers, 619.95 ," 1,100,520.31 "," 605,286.17 "
390,DATAPATTNS,Data Patterns (India) Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense," 1,866.00 "," 1,044,660.86 "," 449,204.17 "
301,CAPLIPOINT,Caplin Point Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 1,443.60 "," 1,096,295.05 "," 285,036.71 "
789,INGERRAND,Ingersoll Rand (India) Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines," 3,135.00 "," 989,656.80 "," 247,414.20 "
322,CERA,Cera Sanitaryware Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Sanitary Ware," 8,170.00 "," 1,062,579.91 "," 478,160.96 "
