"Index","symbol","company_Name","is_in_FNO","macro","sector","industry","basic_Industry","last_Price","vwap","total_Market_Cap","free_float","sector_member","date"
"955","KRITINUT","Kriti Nutrients Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Edible Oil","115.1","115.31","57669.15","17877.44","","16FEB2024"
"956","KRSNAA","Krsnaa Diagnostics Limited","false","Healthcare","Healthcare","Healthcare Services","Healthcare Service Provider","690.05","690.26","222815.51","122548.53","","16FEB2024"
"957","KSB","Ksb Limited","false","Industrials","Capital Goods","Industrial Products","Compressors Pumps & Diesel Engines","4077","4045.45","1419115.8","425734.74","NIFTY INFRASTRUCTURE","16FEB2024"
"958","KSCL","Kaveri Seed Company Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Other Agricultural Products","675.7","676.79","377863.8","147366.88","NIFTY 500","16FEB2024"
"959","KSHITIJPOL","Kshitij Polyline Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Printing Inks","6.3","6.24","3191.1","2265.68","","16FEB2024"
"960","KSL","Kalyani Steels Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","807.1","805.31","352323.85","123313.35","NIFTY METAL","16FEB2024"
"961","KSOLVES","Ksolves India Limited","false","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","1205","1202.87","142864.8","51431.33","","16FEB2024"
"962","KTKBANK","The Karnataka Bank Limited","false","Financial Services","Financial Services","Banks","Private Sector Bank","253","253.1","877654.16","789888.74","NIFTY BANK","16FEB2024"
"963","KUANTUM","Kuantum Papers Limited","false","Commodities","Forest Materials","Paper Forest & Jute Products","Paper & Paper Products","159.55","161.19","139229.12","33414.99","","16FEB2024"
"964","L&TFH","L&T Finance Holdings Limited","true","Financial Services","Financial Services","Finance","Investment Company","173.75","173.89","4324533.79","1427096.15","NIFTY FINANCIAL SERVICES","16FEB2024"
"965","LAGNAM","Lagnam Spintex Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","126.95","125.41","22430.8","0","","16FEB2024"
"966","LAL","Lorenzini Apparels Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Garments & Apparels","437","439.7","44307.06","16393.61","","16FEB2024"
"967","LALPATHLAB","Dr. Lal Path Labs Ltd.","true","Healthcare","Healthcare","Healthcare Services","Healthcare Service Provider","2466.25","2498.86","2058772.52","905859.91","NIFTY PHARMA","16FEB2024"
"968","LAMBODHARA","Lambodhara Textiles Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","185.5","186.86","19250.45","5005.12","NIFTY 500","16FEB2024"
"969","LANDMARK","Landmark Cars Limited","false","Consumer Discretionary","Automobile and Auto Components","Automobiles","Auto Dealer","744.4","739.23","306030.48","143834.32","","16FEB2024"
"970","LAOPALA","La Opala RG Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Glass - Consumer","356.55","358.38","395770.5","134561.97","NIFTY 500","16FEB2024"
"971","LASA","Lasa Supergenerics Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","30.2","30.23","15130.57","6960.06","NIFTY PHARMA","16FEB2024"
"972","LATENTVIEW","Latent View Analytics Limited","false","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","513.55","515.53","1057419.74","359522.71","","16FEB2024"
"973","LATTEYS","Latteys Industries Limited","false","Industrials","Capital Goods","Industrial Products","Compressors Pumps & Diesel Engines","19.7","19.66","11326.68","3171.47","","16FEB2024"
"974","LAURUSLABS","Laurus Labs Limited","true","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","400.5","399.51","2158558.26","1575747.53","NIFTY PHARMA","16FEB2024"
"975","LAXMICOT","Laxmi Cotspin Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","33.75","33.98","5787.34","2430.68","","16FEB2024"
"976","LAXMIMACH","Lakshmi Machine Works Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","14899.95","14575.79","1591761.66","923221.76","NIFTY INFRASTRUCTURE","16FEB2024"
"977","LCCINFOTEC","LCC Infotech Limited","false","Consumer Discretionary","Consumer Services","Other Consumer Services","Education","2.9","2.84","3671.21","1982.45","NIFTY 500","16FEB2024"
"978","LEMONTREE","Lemon Tree Hotels Limited","false","Consumer Discretionary","Consumer Services","Leisure Services","Hotels & Resorts","137.05","137.2","1085773.78","662322.01","NIFTY SERVICES SECTOR","16FEB2024"
"979","LEXUS","Lexus Granito (India) Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Ceramics","42","43.61","8480.1","3646.44","","16FEB2024"
"980","LFIC","Lakshmi Finance & Industrial Corporation Limited","false","Financial Services","Financial Services","Finance","Investment Company","229.15","231.93","6874.5","3024.78","NIFTY FINANCIAL SERVICES","16FEB2024"
"981","LGBBROSLTD","LG Balakrishnan & Bros Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","1185","1182.52","372000.13","245520.09","NIFTY METAL","16FEB2024"
"982","LGBFORGE","LGB Forge Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","12.8","13.17","30489.92","7927.38","NIFTY 500","16FEB2024"
"983","LGHL","Laxmi Goldorna House Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Gems Jewellery And Watches","172","174.35","35899.67","8974.92","NA","16FEB2024"
"984","LIBAS","Libas Consumer Products Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Garments & Apparels","23.8","23.73","6270.01","4326.31","","16FEB2024"
"985","LIBERTSHOE","Liberty Shoes Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Footwear","308.95","309.9","52645.08","21584.48","NIFTY 500","16FEB2024"
"986","LICHSGFIN","LIC Housing Finance Limited","true","Financial Services","Financial Services","Finance","Housing Finance Company","641","643.55","3525903.83","1939247.11","NIFTY FINANCIAL SERVICES","16FEB2024"
"987","LICI","Life Insurance Corporation Of India","false","Financial Services","Financial Services","Insurance","Life Insurance","1039.9","1041.54","65773651.09","2630946.04","NA","16FEB2024"
"988","LIKHITHA","Likhitha Infrastructure Limited","false","Industrials","Construction","Construction","Civil Construction","268.65","268.12","105982.43","31794.73","","16FEB2024"
"989","LINC","Linc Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Household Products","Stationary","582.35","590.97","86608.79","23384.37","","16FEB2024"
"990","LINCOLN","Lincoln Pharmaceuticals Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","638.45","642.94","127879.8","60103.51","NIFTY PHARMA","16FEB2024"
"991","LINDEINDIA","Linde India Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Industrial Gases","5769","5751.11","4920046.82","1230011.71","NIFTY 500","16FEB2024"
"992","LLOYDSENGG","LLOYDS ENGINEERING WORKS LIMITED","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","50.8","51.05","580107.6","232043.04","","16FEB2024"
"993","LLOYDSME","Lloyds Metals And Energy Limited","false","Commodities","Metals & Mining","Ferrous Metals","Sponge Iron","557.8","563.99","2818304.22","620026.93","NA","16FEB2024"
"994","LODHA","Macrotech Developers Limited","false","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","1076.8","1068.31","10385824.83","2596456.21","","16FEB2024"
"995","LOKESHMACH","Lokesh Machines Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","354.1","363.8","65497.06","30783.62","NIFTY 500","16FEB2024"
"996","LORDSCHLO","Lords Chloro Alkali Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Commodity Chemicals","134.6","136.35","33857.1","8464.27","NA","16FEB2024"
"997","LOTUSEYE","Lotus Eye Hospital and Institute Limited","false","Healthcare","Healthcare","Healthcare Services","Hospital","69.9","69.84","14536.63","5960.02","NIFTY PHARMA","16FEB2024"
"998","LOVABLE","Lovable Lingerie Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Garments & Apparels","141.6","142.42","20956.8","7544.45","NIFTY 500","16FEB2024"
"999","LOYALTEX","Loyal Textile Mills Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","636.65","642.05","30663.9","7359.34","","16FEB2024"
"1000","LPDC","Landmark Property Development Company Limited","false","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","10.5","10.58","14085.03","4788.91","NIFTY REALTY","16FEB2024"
"1001","LT","Larsen & Toubro Limited","true","Industrials","Construction","Construction","Civil Construction","3382.8","3369.15","46500972.07","39990835.98","NIFTY INFRASTRUCTURE","16FEB2024"
"1002","LTFOODS","LT Foods Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Other Agricultural Products","189.4","186.81","657697.08","263078.83","","16FEB2024"
"1003","LTIM","LTIMindtree Limited","true","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","5562.9","5549.08","16475272.05","5107334.34","","16FEB2024"
"1004","LTTS","L&T Technology Services Limited","true","Information Technology","Information Technology","IT - Services","IT Enabled Services","5457.35","5449.09","5771182.66","1500507.49","NIFTY IT","16FEB2024"
"1005","LUMAXIND","Lumax Industries Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","2374.75","2403.58","221985.27","53276.46","NIFTY AUTO","16FEB2024"
"1006","LUMAXTECH","Lumax Auto Technologies Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","430","434.95","293078.13","128954.38","NIFTY AUTO","16FEB2024"
"1007","LUPIN","Lupin Limited","true","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","1618","1615.34","7369811.21","3905999.94","NIFTY PHARMA","16FEB2024"
"1008","LUXIND","Lux Industries Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Garments & Apparels","1194","1188.25","359055.87","93354.53","NIFTY 500","16FEB2024"
"1009","LXCHEM","Laxmi Organic Industries Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","267.6","264.95","736797.22","198935.25","","16FEB2024"
"1010","LYKALABS","Lyka Labs Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","129.95","130.5","43000.46","19350.2","NIFTY PHARMA","16FEB2024"
"1011","LYPSAGEMS","Lypsa Gems & Jewellery Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Gems Jewellery And Watches","7.25","7.44","2137.59","1368.06","NIFTY 500","16FEB2024"
"1012","M&M","Mahindra & Mahindra Limited","true","Consumer Discretionary","Automobile and Auto Components","Automobiles","Passenger Cars & Utility Vehicles","1838","1825.58","22856059.91","16456363.14","NIFTY AUTO","16FEB2024"
"1013","M&MFIN","Mahindra & Mahindra Financial Services Limited","true","Financial Services","Financial Services","Finance","Non Banking Financial Company (NBFC)","286.1","290.81","3534851.1","1696728.53","NIFTY FINANCIAL SERVICES","16FEB2024"
"1014","MAANALU","Maan Aluminium Limited","false","Commodities","Metals & Mining","Non - Ferrous Metals","Aluminium","156.2","158.61","84480.56","32102.61","NIFTY METAL","16FEB2024"
"1015","MACPOWER","Macpower CNC Machines Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","950","0","95039.52","0","","16FEB2024"
"1016","MADHAV","Madhav Marbles and Granites Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Granites & Marbles","57.7","57.4","5162.42","2839.33","NIFTY 500","16FEB2024"
"1017","MADHUCON","Madhucon Projects Limited","false","Industrials","Construction","Construction","Civil Construction","9.35","0","6899.83","0","NIFTY INFRASTRUCTURE","16FEB2024"
"1018","MADRASFERT","Madras Fertilizers Limited","false","Commodities","Chemicals","Fertilizers & Agrochemicals","Fertilizers","99.8","100.4","160779.1","24116.86","NIFTY 500","16FEB2024"
"1019","MAGADSUGAR","Magadh Sugar & Energy Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Sugar","649","642.36","91454.68","29265.5","NIFTY FMCG","16FEB2024"
"1020","MAGNUM","Magnum Ventures Limited","false","Commodities","Forest Materials","Paper Forest & Jute Products","Paper & Paper Products","64.45","65.94","36428.87","13478.68","NIFTY 500","16FEB2024"
"1021","MAGNUM-RE","Magnum Ventures Ltd-RE","false","Commodities","Forest Materials","Paper Forest & Jute Products","Paper & Paper Products","9","10.26","814.69","301.44","NA","16FEB2024"
"1022","MAHABANK","Bank of Maharashtra","false","Financial Services","Financial Services","Banks","Public Sector Bank","61.7","62.6","4369207.54","611689.05","NIFTY BANK","16FEB2024"
"1023","MAHAPEXLTD","Maha Rashtra Apex Corporation Limited","false","Financial Services","Financial Services","Finance","Other Financial Services","149.75","148.23","21189.77","7628.32","NIFTY FINANCIAL SERVICES","16FEB2024"
"1024","MAHASTEEL","Mahamaya Steel Industries Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","115.1","115.05","18915.99","4729","NIFTY METAL","16FEB2024"
"1025","MAHEPC","Mahindra EPC Irrigation Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","141.5","141.62","39496.62","18168.45","","16FEB2024"
"1026","MAHESHWARI","Maheshwari Logistics Limited","false","Diversified","Diversified","Diversified","Diversified","76.75","75.84","22715.85","7950.55","","16FEB2024"
"1027","MAHLIFE","Mahindra Lifespace Developers Limited","false","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","592","599.91","917489.7","440395.06","NIFTY REALTY","16FEB2024"
"1028","MAHLOG","Mahindra Logistics Limited","false","Services","Services","Transport Services","Logistics Solution Provider","388.6","389.06","279932.48","117571.64","NIFTY 500","16FEB2024"
